,price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition,price
220,4130,ford,doors,2017,clean vehicle,42426,gray,  3fa6p0lu4hr246569,167656532,texas, usa,2 days left,17.521938
221,15500,dodge,door,2012,clean vehicle,66452,black,  1c6rd7lt4cs187334,167757926,pennsylvania, usa,2 days left,103.0006
222,16300,chevrolet,trax,2020,clean vehicle,18221,white,  3gncjlsb4ll149763,167766003,georgia, usa,3 days left,29.70023
223,4530,ford,mpv,2017,clean vehicle,41455,white,  1fmzk1cm7hkb51015,167656533,texas, usa,2 days left,18.779115
224,15600,dodge,door,2011,clean vehicle,35275,black,  1d7rw3gp7bs614101,167758116,pennsylvania, usa,2 days left,55.029
225,45500,chevrolet,tahoe,2020,clean vehicle,13885,white,  1gnscbkc6lr159535,167766009,georgia, usa,3 days left,63.17675
226,4100,ford,door,2017,clean vehicle,38815,gray,  3fa6p0hd2hr178393,167656535,texas, usa,2 days left,15.91415
227,18200,dodge,door,2011,clean vehicle,162281,white,  3d73y4clxbg535425,167758122,pennsylvania, usa,2 days left,295.35142
228,10200,chevrolet,door,2013,clean vehicle,56479,black,  2g1fc3d32d9188287,167766025,texas, usa,21 hours left,57.60858
229,4080,ford,doors,2017,clean vehicle,61027,black,  3fa6p0luxhr231039,167656536,texas, usa,2 days left,24.899016
230,5700,ford,van,2014,clean vehicle,178703,white,  1ftss3el7eda50076,167758159,florida, usa,2 hours left,101.86071
231,10200,chevrolet,3500,2014,clean vehicle,173469,white,  1gc3czcg1ef176545,167766029,texas, usa,21 hours left,176.93838
232,5000,ford,door,2017,clean vehicle,37321,white,  3fa6p0k93hr257687,167656538,texas, usa,2 days left,18.6605
233,1700,ford,door,2014,clean vehicle,112789,white,  1fadp3f20el320177,167758222,florida, usa,2 hours left,19.17413
234,6200,bmw,door,2011,clean vehicle,80394,gray,  wbaph7g58bnn05983,167766036,texas, usa,21 hours left,49.84428
235,3650,ford,door,2016,clean vehicle,68142,white,  1fmcu0f78gub36672,167656726,texas, usa,2 days left,24.87183
236,10500,dodge,door,2014,clean vehicle,74203,white,  2c3cdxct3eh230364,167758265,arizona, usa,1 days left,77.91315
237,43500,chevrolet,2500,2018,clean vehicle,57604,white,  1gc1kwey3jf123662,167766138,georgia, usa,6 days left,250.5774
238,4610,dodge,van,2016,clean vehicle,87229,silver,  2c4rdgbg2gr345223,167656729,texas, usa,2 days left,40.212569
239,3450,ford,door,2012,clean vehicle,90711,white,  3fahp0ha5cr389742,167758419,florida, usa,1 days left,31.295295
240,38500,chevrolet,suburban,2018,clean vehicle,11135,silver,  1gnschkc6jr269601,167766143,georgia, usa,3 days left,42.86975
241,6810,ford,mpv,2016,clean vehicle,66781,silver,  2fmpk3k95gbb76939,167656730,texas, usa,2 days left,45.477861
242,2900,ford,cargo,2011,clean vehicle,190994,white,  1ftne2ew6bda76057,167758509,florida, usa,2 hours left,55.38826
243,43500,chevrolet,2500,2018,clean vehicle,56007,white,  1gc1kwey6jf259008,167766144,georgia, usa,6 days left,243.63045
244,4450,ford,mpv,2016,clean vehicle,32486,white,  2fmpk3g96gbc42228,167656731,texas, usa,2 days left,14.45627
245,5800,ford,door,2011,clean vehicle,195908,white,  1ftew1cm0bfc14625,167758515,florida, usa,2 hours left,113.62664
246,16500,chevrolet,equinox,2018,clean vehicle,18020,silver,  2gnaxjev9j6276848,167766146,georgia, usa,3 days left,29.733
247,4240,dodge,mpv,2016,clean vehicle,83262,white,  3c4pdcbb9gt181387,167656732,texas, usa,2 days left,35.303088
248,26500,ford,pickup,2008,clean vehicle,62015,white,  1ftxw43r18eb10682,167758527,pennsylvania, usa,1 days left,164.33975
249,13700,chevrolet,equinox,2017,clean vehicle,36421,silver,  2gnalcek6h6289807,167766173,georgia, usa,3 days left,49.89677
250,8600,ford,door,2016,clean vehicle,73321,white,  1ftew1cf8gkd34592,167656733,texas, usa,2 days left,63.05606
251,8000,ford,chassis,2008,clean vehicle,132379,white,  1fdxf46r08ea18180,167758623,florida, usa,2 days left,105.9032
252,14200,chevrolet,equinox,2017,clean vehicle,28013,silver,  2gnalcek6h6288804,167766178,georgia, usa,3 days left,39.77846
253,7040,ford,mpv,2016,clean vehicle,33291,silver,  2fmpk3k80gbc65759,167656736,texas, usa,2 days left,23.436864
254,4700,ford,chassis,2005,clean vehicle,225236,no_color,  1fdxf46p35ea79064,167758702,florida, usa,2 hours left,105.86092
255,30851,chevrolet,door,2016,clean vehicle,43176,red,  3gcuksec6gg284475,167766204,georgia, usa,2 days left,133.2022776
256,4880,ford,mpv,2016,clean vehicle,36876,silver,  2fmpk4g97gbc51848,167656738,texas, usa,2 days left,17.995488
257,14500,dodge,pickup,2006,clean vehicle,111782,silver,  1d7ks28c96j246101,167758709,pennsylvania, usa,3 days left,162.0839
258,7600,chevrolet,door,2017,clean vehicle,110489,brown,  1g1ze5st0hf155999,167766640,nebraska, usa,5 hours left,83.97164
259,13270,ford,door,2016,clean vehicle,84035,white,  1ft7w2btxgeb64448,167656756,texas, usa,2 days left,111.514445
260,12800,ford,door,2012,clean vehicle,131101,gray,  1ftfw1et3cfb01665,167758730,arizona, usa,20 hours left,167.80928
261,33000,chevrolet,1500,2018,clean vehicle,52521,white,  3gcukreh0jg303596,167766786,ontario, canada,10 days left,173.3193
262,9280,ford,door,2016,clean vehicle,101380,white,  1ftfw1ef9gkf57726,167656757,texas, usa,2 days left,94.08064
263,900,ford,van,2003,clean vehicle,142027,white,  1ftne24293hb19928,167758752,florida, usa,2 hours left,12.78243
264,7560,ford,door,2016,clean vehicle,111476,gray,  1ftfx1ef7gkd59790,167656758,texas, usa,2 days left,84.275856
265,19500,ford,drw,2011,clean vehicle,76897,white,  1fd8w3gt0beb32874,167759102,pennsylvania, usa,2 days left,149.94915
266,17100,chevrolet,malibu,2019,clean vehicle,15780,white,  1g1zd5st5kf112138,167767034,washington, usa,2 days left,26.9838
267,8020,ford,door,2016,clean vehicle,31944,white,  1ftew1cp2gke43168,167656759,texas, usa,2 days left,25.619088
268,10300,ford,fiesta,2019,clean vehicle,18937,black,  3fadp4bjxkm123238,167759377,missouri, usa,4 days left,19.50511
269,22600,chevrolet,van,2019,clean vehicle,9706,white,  1gcwgafgxk1243764,167767036,washington, usa,2 days left,21.93556
270,10480,ford,doors,2016,clean vehicle,57289,gray,  wf0dp3th0g4113219,167656760,texas, usa,2 days left,60.038872
271,10300,ford,fiesta,2019,clean vehicle,19956,silver,  3fadp4bj4km123235,167759380,missouri, usa,4 days left,20.55468
272,22700,chevrolet,van,2019,clean vehicle,6075,white,  1gcwgafg4k1252945,167767041,washington, usa,2 days left,13.79025
273,7410,ford,door,2016,clean vehicle,21034,gray,  1ftex1ep1gfd60365,167656761,texas, usa,2 days left,15.586194
274,10300,ford,fiesta,2019,clean vehicle,22881,gray,  3fadp4bj7km123231,167759385,missouri, usa,4 days left,23.56743
275,10300,chevrolet,door,2013,clean vehicle,167600,gray,  1gc4k0cgxdf194396,167767134,washington, usa,2 days left,172.628
276,7570,ford,door,2016,clean vehicle,37252,white,  1ftfx1ef0gkf25969,167656762,texas, usa,2 days left,28.199764
277,67000,dodge,challenger,2019,clean vehicle,10944,blue,  2c3cdzl97kh518237,167759490,ohio, usa,21 hours left,73.3248
278,18900,chevrolet,impala,2019,clean vehicle,27601,white,  1g11z5s37ku129047,167767312,texas, usa,21 hours left,52.16589
279,12560,ford,doors,2019,clean vehicle,15958,white,  1fd8w3ht1kee23298,167656776,florida, usa,18 hours left,20.043248
280,33000,dodge,durango,2019,clean vehicle,32251,white,  1c4sdjct6kc717612,167759493,ohio, usa,21 hours left,106.4283
281,18300,chevrolet,impala,2019,clean vehicle,25809,black,  2g11z5s33k9132248,167767315,texas, usa,21 hours left,47.23047
282,11760,ford,cab,2017,clean vehicle,30553,white,  1fd8w3ht4hed36245,167656779,texas, usa,2 days left,35.930328
283,31700,dodge,durango,2019,clean vehicle,26549,red,  1c4sdjct5kc744865,167759499,ohio, usa,21 hours left,84.16033
284,25,dodge,door,2007,salvage insurance,160528,dark blue,  2b3ka43g87h836300,167416803,minnesota, usa,17 hours left,0.40132
285,0,ford,door,2000,salvage insurance,124969,black,  1fafp34p7yw270338,167251902,oklahoma, usa,17 hours left,0
286,7340,ford,doors,2019,clean vehicle,15854,gray,  1fatp8uh7k5172626,167693585,florida, usa,17 hours left,11.636836
287,8200,hyundai,door,2017,clean vehicle,56690,white,  5npd84lf6hh128808,167117726,connecticut, usa,5 hours left,46.4858
288,3000,kia,door,2013,clean vehicle,97142,silver,  knagm4a75d5378293,167552545,missouri, usa,9 days left,29.1426
289,6530,jeep,mpv,2019,clean vehicle,10185,black,  3c4njdcb3kt659526,167680488,georgia, usa,17 hours left,6.650805
290,0,mazda,door,2009,salvage insurance,117541,gray,  jm3er293590215768,167543177,indiana, usa,16 hours left,0
291,12700,kia,soul,2019,clean vehicle,23514,silver,  kndjp3a55k7006351,167679072,california, usa,10 days left,29.86278
292,13800,kia,sorento,2017,clean vehicle,86959,gray,  5xyphda50hg232046,167803771,north carolina, usa,3 days left,120.00342
293,0,chevrolet,pickup,1998,salvage insurance,258631,gray,  1gccs1445wk226994,167417659,texas, usa,17 hours left,0
294,725,ford,door,2017,salvage insurance,67279,gray,  3fa6p0h75hr150081,167255037,virginia, usa,2 days left,4.8777275
295,7400,ford,doors,2019,clean vehicle,16482,gray,  1fatp8uh2k5188622,167693593,florida, usa,17 hours left,12.19668
296,9800,hyundai,elantra,2017,clean vehicle,35687,red,  kmhd84lf5hu191402,167117732,connecticut, usa,5 hours left,34.97326
297,0,honda,door,2003,salvage insurance,152608,white,  1hgcm56363a030975,167552893,arkansas, usa,17 hours left,0
298,4400,jeep,mpv,2019,clean vehicle,17911,green,  3c4njcbbxkt664931,167680540,georgia, usa,17 hours left,7.88084
299,10330,infiniti,mpv,2019,clean vehicle,21278,blue,  5n1dl0mm9kc550722,167698666,florida, usa,22 hours left,21.980174
300,1800,chevrolet,door,2011,salvage insurance,47269,black,  2g1fb3ddxb9212618,167418537,arkansas, usa,17 hours left,8.50842
301,50,chevrolet,door,2008,salvage insurance,172102,blue,  1g1al58f787159241,167650632,texas, usa,18 hours left,0.86051
302,720,ford,wagon,2006,clean vehicle,26914,no_color,  1fafp36n06w137851,167660576,florida, usa,23 hours left,1.937808
303,22800,ford,door,2017,clean vehicle,67217,red,  1ftew1ep3hfb25518,167765330,michigan, usa,2 days left,153.25476
304,2500,ford,door,2017,salvage insurance,78698,black,  1fmcu9gd2huc27625,167359161,california, usa,19 hours left,19.6745
305,0,ford,door,2003,salvage insurance,246065,gold,  1fafp55u03a242094,167610324,kansas, usa,8 days left,0
306,9190,gmc,mpv,2017,clean vehicle,41961,black,  1gkknxls3hz174527,167703306,virginia, usa,17 hours left,38.562159
307,10900,jeep,mpv,2019,clean vehicle,13273,red,  1c4hjxeg1kw609998,167264249,michigan, usa,2 days left,14.46757
308,10400,infiniti,mpv,2019,clean vehicle,31713,black,  5n1dl0mm1kc552741,167698670,florida, usa,22 hours left,32.98152
309,0,chevrolet,door,2004,salvage insurance,0,maroon,  3gnek12t74g240524,167418651,wyoming, usa,18 hours left,0
310,0,chevrolet,door,2003,salvage insurance,194673,gray,  1gndt13s632267445,167650636,texas, usa,18 hours left,0
311,7320,chevrolet,pickup,2008,clean vehicle,325611,silver,  1gchk23648f125262,167660581,florida, usa,22 hours left,238.347252
312,22809,ford,f-150,2017,clean vehicle,50732,black,  1ftfx1ef5hke41700,167765332,michigan, usa,20 hours left,115.7146188
313,0,ford,van,1998,salvage insurance,186855,blue,  2fmda5143wba16791,167359170,california, usa,19 hours left,0
314,0,ford,door,2013,salvage insurance,94004,black,  3fa6p0h74dr270819,167610728,minnesota, usa,17 hours left,0
315,5520,gmc,mpv,2017,clean vehicle,52904,silver,  2gkfltek8h6226257,167703312,virginia, usa,17 hours left,29.203008
316,10900,jeep,mpv,2019,clean vehicle,14195,orange,  1c4hjxeg1kw608401,167264250,michigan, usa,2 days left,15.47255
317,6330,jeep,mpv,2019,clean vehicle,43965,red,  1c4pjldbxkd300679,167698671,florida, usa,22 hours left,27.829845
318,0,chevrolet,door,2009,salvage insurance,117059,black,  kl1td66e39b645208,167418694,colorado, usa,18 hours left,0
319,25,chevrolet,pickup,2010,salvage insurance,149189,white,  3gcrkse37ag234620,167650663,colorado, usa,18 hours left,0.3729725
320,2320,dodge,door,2007,clean vehicle,112182,red,  2b3ka43g67h630568,167660582,florida, usa,22 hours left,26.026224
321,23702,ford,door,2017,clean vehicle,49024,black,  1ftew1ep4hkc08477,167765335,michigan, usa,2 days left,116.1966848
322,0,ford,chassis,1994,salvage insurance,0,green,  1fdee14n7rha47894,167359174,california, usa,19 hours left,0
323,0,ford,door,1997,salvage insurance,203297,green,  1fmdu35p7vub38059,167610731,minnesota, usa,17 hours left,0
324,5520,gmc,mpv,2017,clean vehicle,35821,silver,  2gkfltek8h6338184,167703317,virginia, usa,17 hours left,19.773192
325,4050,heartland,pioneer,2018,clean vehicle,1,gray,  5sfpb3326je365727,167265963,pennsylvania, usa,7 days left,0.000405
326,14810,infiniti,mpv,2019,clean vehicle,32611,brown,  jn8az2ne0k9233910,167698673,florida, usa,22 hours left,48.296891
327,25,chevrolet,door,2011,salvage insurance,105244,white,  1gccsbf97b8118236,167650664,colorado, usa,18 hours left,0.26311
328,2960,chrysler,van,2008,clean vehicle,164048,red,  2a8hr54px8r787529,167660587,florida, usa,23 hours left,48.558208
329,24800,ford,door,2017,clean vehicle,46955,gray,  1ftew1ef3hfc22483,167765337,michigan, usa,2 days left,116.4484
330,0,ford,door,1996,salvage insurance,296860,green,  1falp62w5th144314,167359712,california, usa,19 hours left,0
331,0,ford,door,2006,salvage insurance,203158,red,  1fmzk04136ga07119,167610991,illinois, usa,17 hours left,0
332,6270,gmc,mpv,2017,clean vehicle,70443,black,  2gkfluek3h6232330,167703322,virginia, usa,17 hours left,44.167761
333,1880,heartland,trail,2012,clean vehicle,1,white,  5sfnb2425ce237109,167266201,pennsylvania, usa,7 days left,0.000188
334,10050,infiniti,mpv,2019,clean vehicle,18229,gray,  5n1dl0mm3kc557634,167698674,florida, usa,22 hours left,18.320145
335,225,chevrolet,door,2014,salvage insurance,87673,red,  3gcukrec2eg226031,167650668,colorado, usa,18 hours left,1.9726425
336,26900,chevrolet,traverse,2018,clean vehicle,42941,black,  1gnevhkw8jj148388,167781794,missouri, usa,20 hours left,115.51129
337,1420,chrysler,door,2007,clean vehicle,104405,gold,  1c3lc66m77n591138,167660594,florida, usa,23 hours left,14.82551
338,27003,ford,door,2017,clean vehicle,57186,black,  1ftew1ef4hfa16802,167765338,michigan, usa,20 hours left,154.4193558
339,0,ford,door,2002,salvage insurance,214800,black,  3fafp37372r151014,167360232,south carolina, usa,2 days left,0
340,350,ford,door,2004,salvage insurance,236980,gray,  1fmfu16lx4la45470,167611031,illinois, usa,17 hours left,8.2943
341,5600,gmc,mpv,2017,clean vehicle,59808,black,  2gkfltek3h6256220,167703323,virginia, usa,17 hours left,33.49248
342,6680,heartland,country,2011,clean vehicle,1,gray,  5sfbg3524be216811,167266214,pennsylvania, usa,7 days left,0.000668
343,10120,infiniti,mpv,2019,clean vehicle,20681,white,  5n1dl0mm2kc556913,167698675,florida, usa,22 hours left,20.929172
344,0,chevrolet,door,2010,salvage insurance,137422,red,  2cnflnew5a6355858,167650683,colorado, usa,18 hours left,0
345,3920,ford,door,2015,clean vehicle,102700,white,  1ftmf1c85fkd31564,167660596,georgia, usa,2 days left,40.2584
346,23100,ford,door,2017,clean vehicle,53270,black,  1ftew1epxhfb71427,167765343,michigan, usa,20 hours left,123.0537
347,0,gmc,door,2004,salvage insurance,235348,gold,  1gket16s646227597,167360322,south carolina, usa,2 days left,0
348,5630,gmc,mpv,2017,clean vehicle,27195,black,  2gkfltek2h6218025,167703325,virginia, usa,17 hours left,15.310785
349,0,heartland,sundance,2009,clean vehicle,1,white,  5sfgf29269e031344,167266321,pennsylvania, usa,7 days left,0
350,2800,jaguar,doors,2019,clean vehicle,20849,black,  sajbd4fx6kcy78964,167698678,florida, usa,22 hours left,5.83772
351,0,chevrolet,door,2008,salvage insurance,159266,gray,  2g1wb58kx81220813,167650796,california, usa,19 hours left,0
352,8850,ford,door,2015,clean vehicle,143818,black,  1ftew1cf6ffc68843,167660597,georgia, usa,2 days left,127.27893
353,18712,ford,f-150,2017,clean vehicle,67347,black,  1ftex1e83hfb13813,167765400,michigan, usa,20 hours left,126.0197064
354,0,ford,pickup,2009,salvage insurance,180364,blue,  1ftyr10d19pa60391,167360535,tennessee, usa,2 days left,0
355,0,ford,door,2009,salvage insurance,184889,black,  1fahp35n09w109143,167611047,illinois, usa,17 hours left,0
356,6300,gmc,mpv,2017,clean vehicle,117400,blue,  2gkfluek6h6317310,167703326,virginia, usa,17 hours left,73.962
357,2220,heartland,country,2010,clean vehicle,1,white,  5sfbg3823ae204868,167266337,pennsylvania, usa,7 days left,0.000222
358,6930,jeep,mpv,2019,clean vehicle,47798,red,  1c4pjmdx4kd197521,167698679,florida, usa,22 hours left,33.124014
359,25,chevrolet,door,2008,salvage insurance,130623,white,  1gnfc13j88r167278,167650817,california, usa,8 days left,0.3265575
360,3440,ford,door,2015,clean vehicle,124542,white,  1fadp5au3fl108248,167660600,georgia, usa,2 days left,42.842448
361,50412,ford,door,2017,clean vehicle,47129,black,  1ft7w2bt3hef41039,167765418,michigan, usa,2 days left,237.5867148
362,25,ford,pickup,1994,salvage insurance,206162,white,  1ftdf15y2rnb12612,167361489,georgia, usa,2 days left,0.515405
363,950,ford,pk,2001,salvage insurance,229886,red,  1ftrx17w41nb80705,167611176,illinois, usa,17 hours left,21.83917
364,9270,gmc,mpv,2017,clean vehicle,19490,gray,  1gkknxls2hz262405,167703329,virginia, usa,17 hours left,18.06723
365,11380,jeep,mpv,2019,clean vehicle,12038,black,  1c4hjxeg2kw600727,167271446,michigan, usa,2 days left,13.699244
366,5350,hyundai,mpv,2019,clean vehicle,43536,blue,  km8j33a49ku860727,167698680,florida, usa,22 hours left,23.29176
367,2725,chevrolet,door,2004,salvage insurance,308451,black,  1gcjc33204f177273,167650940,south carolina, usa,2 days left,84.0528975
368,3790,ford,door,2015,clean vehicle,100893,gray,  3fa6p0h71fr180238,167660602,georgia, usa,2 days left,38.238447
369,40514,ford,door,2017,clean vehicle,90304,white,  1ft7w2bt6heb60592,167765419,michigan, usa,20 hours left,365.8576256
370,0,ford,door,1997,salvage insurance,146912,green,  1ftdf18w8vna61251,167362449,wisconsin, usa,2 days left,0
371,0,ford,door,1998,salvage insurance,131367,white,  1ftrf18l7wka62471,167611301,illinois, usa,17 hours left,0
372,9190,gmc,mpv,2017,clean vehicle,31394,gray,  1gkknxls7hz295013,167703330,virginia, usa,17 hours left,28.851086
373,10330,infiniti,mpv,2019,clean vehicle,25933,gray,  5n1dl0mm9kc556522,167698681,florida, usa,22 hours left,26.788789
374,1000,acura,door,2008,salvage insurance,118250,gray,  5j8tb18578a010979,167362709,michigan, usa,2 days left,11.825
375,2925,bmw,door,2013,salvage insurance,46060,white,  5uxwx9c57d0a24286,167651122,florida, usa,2 days left,13.47255
